"subj.id";"Duration__in_seconds_";"RecordedDate";"consent";"gender";"age";"educ";"Mzam";"trial1.pos";"trial1.norm";"trial1.polar";"trial1.perc12";"trial1.perc345";"trial1.perc67";"trial2.pos";"trial2.norm";"trial2.polar";"trial2.perc12";"trial2.perc345";"trial2.perc67";"understand";"repeat.instr";"trial1.pos2";"trial1.norm2";"trial1.polar2";"trial1.perc2_1";"trial1.perc2_2";"trial1.perc2_4";"trial2.pos2";"trial2.norm2";"trial2.polar2";"trial2.perc2_1";"trial2.perc2_2";"trial2.perc2_4";"att.memory1";"att.memory2";"abort.pos";"abort.norm";"abort.polar";"abort.perc67";"abort.perc345";"abort.perc12";"empl.pos";"empl.norm";"empl.polar";"empl.perc67";"empl.perc345";"empl.perc12";"eu.pos";"eu.norm";"eu.polar";"eu.perc67";"eu.perc345";"eu.perc12";"health.pos";"health.norm";"health.polar";"health.perc67";"health.perc345";"health.perc12";"gun.pos";"gun.norm";"gun.polar";"gun.perc12";"gun.perc345";"gun.perc67";"law.pos";"law.norm";"law.polar";"law.perc12";"law.perc345";"law.perc67";"tradv.pos";"tradv.norm";"tradv.polar";"tradv.perc12";"tradv.perc345";"tradv.perc67";"parent.pos";"parent.norm";"parent.polar";"parent.perc67";"parent.perc345";"parent.perc12";"business.pos";"business.norm";"business.polar";"business.perc67";"business.perc345";"business.perc12";"misc.pos";"misc.norm";"misc.polar";"misc.perc12";"misc.perc345";"misc.perc67";"relig.pos";"relig.norm";"relig.polar";"relig.perc12";"relig.perc345";"relig.perc67";"educ.pos";"educ.norm";"educ.polar";"educ.perc67";"educ.perc345";"educ.perc12";"envir.pos";"envir.norm";"envir.polar";"envir.perc67";"envir.perc345";"envir.perc12";"epid.pos";"epid.norm";"epid.polar";"epid.perc67";"epid.perc345";"epid.perc12";"poor.pos";"poor.norm";"poor.polar";"poor.perc67";"poor.perc345";"poor.perc12";"hous.pos";"hous.norm";"hous.polar";"hous.perc67";"hous.perc345";"hous.perc12";"relcntry.pos";"relcntry.norm";"relcntry.polar";"relcntry.perc67";"relcntry.perc345";"relcntry.perc12";"gay.pos";"gay.norm";"gay.polar";"gay.perc67";"gay.perc345";"gay.perc12";"govinv.pos";"govinv.norm";"govinv.polar";"govinv.perc12";"govinv.perc345";"govinv.perc67";"govspend.pos";"govspend.norm";"govspend.polar";"govspend.perc67";"govspend.perc345";"govspend.perc12";"union.pos";"union.norm";"union.polar";"union.perc67";"union.perc345";"union.perc12";"immigr.pos";"immigr.norm";"immigr.polar";"immigr.perc67";"immigr.perc345";"immigr.perc12";"milit.pos";"milit.norm";"milit.polar";"milit.perc12";"milit.perc345";"milit.perc67";"energy.pos";"energy.norm";"energy.polar";"energy.perc12";"energy.perc345";"energy.perc67";"nation.pos";"nation.norm";"nation.polar";"nation.perc12";"nation.perc345";"nation.perc67";"priv.pos";"priv.norm";"priv.polar";"priv.perc67";"priv.perc345";"priv.perc12";"race.pos";"race.norm";"race.polar";"race.perc67";"race.perc345";"race.perc12";"tax.pos";"tax.norm";"tax.polar";"tax.perc67";"tax.perc345";"tax.perc12";"welf.pos";"welf.norm";"welf.polar";"welf.perc67";"welf.perc345";"welf.perc12";"govinst.pos";"govinst.norm";"govinst.polar";"govinst.perc12";"govinst.perc345";"govinst.perc67";"smallgov.pos";"smallgov.norm";"smallgov.polar";"smallgov.perc67";"smallgov.perc345";"smallgov.perc12";"protect.pos";"protect.norm";"protect.polar";"protect.perc12";"protect.perc345";"protect.perc67";"gender.pos";"gender.norm";"gender.polar";"gender.perc67";"gender.perc345";"gender.perc12";"terror.pos";"terror.norm";"terror.polar";"terror.perc12";"terror.perc345";"terror.perc67";"moneypol.pos";"moneypol.norm";"moneypol.polar";"moneypol.perc12";"moneypol.perc345";"moneypol.perc67";"drug.pos";"drug.norm";"drug.polar";"drug.perc67";"drug.perc345";"drug.perc12";"infr.pos";"infr.norm";"infr.polar";"infr.perc67";"infr.perc345";"infr.perc12";"climate.pos";"climate.norm";"climate.polar";"climate.perc67";"climate.perc345";"climate.perc12";"antimp.pos";"antimp.norm";"antimp.polar";"antimp.perc12";"antimp.perc345";"antimp.perc67";"peace.pos";"peace.norm";"peace.polar";"peace.perc12";"peace.perc345";"peace.perc67";"intern.pos";"intern.norm";"intern.polar";"intern.perc67";"intern.perc345";"intern.perc12";"democr.pos";"democr.norm";"democr.polar";"democr.perc67";"democr.perc345";"democr.perc12";"constit.pos";"constit.norm";"constit.polar";"constit.perc67";"constit.perc345";"constit.perc12";"admineff.pos";"admineff.norm";"admineff.polar";"admineff.perc67";"admineff.perc345";"admineff.perc12";"cult.pos";"cult.norm";"cult.polar";"cult.perc67";"cult.perc345";"cult.perc12";"agricult.pos";"agricult.norm";"agricult.polar";"agricult.perc67";"agricult.perc345";"agricult.perc12";"freed.pos";"freed.norm";"freed.polar";"freed.perc67";"freed.perc345";"freed.perc12";"bigtech.pos";"bigtech.norm";"bigtech.polar";"bigtech.perc67";"bigtech.perc345";"bigtech.perc12";"trans.pos";"trans.norm";"trans.polar";"trans.perc67";"trans.perc345";"trans.perc12";"animal.pos";"animal.norm";"animal.polar";"animal.perc67";"animal.perc345";"animal.perc12";"gen.polar1";"att.check.birthday";"gen.polar2";"groups.polar_1";"groups.polar_2";"groups.polar_3";"groups.polar_4";"groups.polar_5";"groups.polar_6";"groups.polar_7";"groups.polar_8";"groups.polar_9";"groups.polar_10";"groups.polar_11";"polit.lr";"polit.cult";"polit.econ";"polit.eng1";"polit.eng3";"polit.eng4";"polit.party";"polit.party_97_TEXT";"income.obj";"household";"memory.check_1";"memory.check_2";"memory.check_3";"memory.check_4";"memory.check_5";"memory.check_6";"memory.check_7";"memory.check_8";"comments";"Q_TotalDuration";"abort.pos_r";"empl.pos_r";"eu.pos_r";"health.pos_r";"parent.pos_r";"business.pos_r";"educ.pos_r";"envir.pos_r";"epid.pos_r";"poor.pos_r";"hous.pos_r";"relcntry.pos_r";"gay.pos_r";"govspend.pos_r";"union.pos_r";"immigr.pos_r";"priv.pos_r";"race.pos_r";"tax.pos_r";"welf.pos_r";"smallgov.pos_r";"gender.pos_r";"drug.pos_r";"infr.pos_r";"climate.pos_r";"democr.pos_r";"admineff.pos_r";"cult.pos_r";"agricult.pos_r";"freed.pos_r";"bigtech.pos_r";"trans.pos_r";"constit.pos_r";"intern.pos_r";"animal.pos_r";"abort.norm_r";"empl.norm_r";"eu.norm_r";"health.norm_r";"parent.norm_r";"business.norm_r";"educ.norm_r";"envir.norm_r";"epid.norm_r";"poor.norm_r";"hous.norm_r";"relcntry.norm_r";"gay.norm_r";"govspend.norm_r";"union.norm_r";"immigr.norm_r";"priv.norm_r";"race.norm_r";"tax.norm_r";"welf.norm_r";"smallgov.norm_r";"gender.norm_r";"drug.norm_r";"infr.norm_r";"climate.norm_r";"democr.norm_r";"admineff.norm_r";"cult.norm_r";"agricult.norm_r";"freed.norm_r";"bigtech.norm_r";"trans.norm_r";"constit.norm_r";"intern.norm_r";"animal.norm_r";"trial1.posextr";"trial2.posextr";"abort.posextr";"empl.posextr";"eu.posextr";"health.posextr";"gun.posextr";"law.posextr";"tradv.posextr";"parent.posextr";"business.posextr";"misc.posextr";"relig.posextr";"educ.posextr";"envir.posextr";"epid.posextr";"poor.posextr";"hous.posextr";"relcntry.posextr";"gay.posextr";"govinv.posextr";"govspend.posextr";"union.posextr";"immigr.posextr";"milit.posextr";"energy.posextr";"nation.posextr";"priv.posextr";"race.posextr";"tax.posextr";"welf.posextr";"govinst.posextr";"smallgov.posextr";"protect.posextr";"gender.posextr";"terror.posextr";"moneypol.posextr";"drug.posextr";"infr.posextr";"climate.posextr";"antimp.posextr";"peace.posextr";"intern.posextr";"democr.posextr";"constit.posextr";"admineff.posextr";"cult.posextr";"agricult.posextr";"freed.posextr";"bigtech.posextr";"trans.posextr";"animal.posextr";"abort.pos_rextr";"empl.pos_rextr";"eu.pos_rextr";"health.pos_rextr";"parent.pos_rextr";"business.pos_rextr";"educ.pos_rextr";"envir.pos_rextr";"epid.pos_rextr";"poor.pos_rextr";"hous.pos_rextr";"relcntry.pos_rextr";"gay.pos_rextr";"govspend.pos_rextr";"union.pos_rextr";"immigr.pos_rextr";"priv.pos_rextr";"race.pos_rextr";"tax.pos_rextr";"welf.pos_rextr";"smallgov.pos_rextr";"gender.pos_rextr";"drug.pos_rextr";"infr.pos_rextr";"climate.pos_rextr";"democr.pos_rextr";"admineff.pos_rextr";"cult.pos_rextr";"agricult.pos_rextr";"freed.pos_rextr";"bigtech.pos_rextr";"trans.pos_rextr";"constit.pos_rextr";"intern.pos_rextr";"animal.pos_rextr";"trial1.normextr";"trial2.normextr";"abort.normextr";"empl.normextr";"eu.normextr";"health.normextr";"gun.normextr";"law.normextr";"tradv.normextr";"parent.normextr";"business.normextr";"misc.normextr";"relig.normextr";"educ.normextr";"envir.normextr";"epid.normextr";"poor.normextr";"hous.normextr";"relcntry.normextr";"gay.normextr";"govinv.normextr";"govspend.normextr";"union.normextr";"immigr.normextr";"milit.normextr";"energy.normextr";"nation.normextr";"priv.normextr";"race.normextr";"tax.normextr";"welf.normextr";"govinst.normextr";"smallgov.normextr";"protect.normextr";"gender.normextr";"terror.normextr";"moneypol.normextr";"drug.normextr";"infr.normextr";"climate.normextr";"antimp.normextr";"peace.normextr";"intern.normextr";"democr.normextr";"constit.normextr";"admineff.normextr";"cult.normextr";"agricult.normextr";"freed.normextr";"bigtech.normextr";"trans.normextr";"animal.normextr";"abort.norm_rextr";"empl.norm_rextr";"eu.norm_rextr";"health.norm_rextr";"parent.norm_rextr";"business.norm_rextr";"educ.norm_rextr";"envir.norm_rextr";"epid.norm_rextr";"poor.norm_rextr";"hous.norm_rextr";"relcntry.norm_rextr";"gay.norm_rextr";"govspend.norm_rextr";"union.norm_rextr";"immigr.norm_rextr";"priv.norm_rextr";"race.norm_rextr";"tax.norm_rextr";"welf.norm_rextr";"smallgov.norm_rextr";"gender.norm_rextr";"drug.norm_rextr";"infr.norm_rextr";"climate.norm_rextr";"democr.norm_rextr";"admineff.norm_rextr";"cult.norm_rextr";"agricult.norm_rextr";"freed.norm_rextr";"bigtech.norm_rextr";"trans.norm_rextr";"constit.norm_rextr";"intern.norm_rextr";"animal.norm_rextr";"misc.extrdiff";"terror.extrdiff";"agricult.extrdiff";"freed.extrdiff";"priv.extrdiff";"relcntry.extrdiff";"eu.extrdiff";"govinv.extrdiff";"law.extrdiff";"nation.extrdiff";"constit.extrdiff";"gay.extrdiff";"gun.extrdiff";"poor.extrdiff";"business.extrdiff";"infr.extrdiff";"moneypol.extrdiff";"union.extrdiff";"antimp.extrdiff";"climate.extrdiff";"democr.extrdiff";"race.extrdiff";"abort.extrdiff";"energy.extrdiff";"epid.extrdiff";"tax.extrdiff";"drug.extrdiff";"educ.extrdiff";"govspend.extrdiff";"intern.extrdiff";"admineff.extrdiff";"gender.extrdiff";"govinst.extrdiff";"tradv.extrdiff";"empl.extrdiff";"milit.extrdiff";"protect.extrdiff";"cult.extrdiff";"relig.extrdiff";"bigtech.extrdiff";"envir.extrdiff";"health.extrdiff";"hous.extrdiff";"smallgov.extrdiff";"trans.extrdiff";"welf.extrdiff";"immigr.extrdiff";"parent.extrdiff";"peace.extrdiff";"misc.extrabsdiff";"terror.extrabsdiff";"agricult.extrabsdiff";"freed.extrabsdiff";"priv.extrabsdiff";"relcntry.extrabsdiff";"eu.extrabsdiff";"govinv.extrabsdiff";"law.extrabsdiff";"nation.extrabsdiff";"constit.extrabsdiff";"gay.extrabsdiff";"gun.extrabsdiff";"poor.extrabsdiff";"business.extrabsdiff";"infr.extrabsdiff";"moneypol.extrabsdiff";"union.extrabsdiff";"antimp.extrabsdiff";"climate.extrabsdiff";"democr.extrabsdiff";"race.extrabsdiff";"abort.extrabsdiff";"energy.extrabsdiff";"epid.extrabsdiff";"tax.extrabsdiff";"drug.extrabsdiff";"educ.extrabsdiff";"govspend.extrabsdiff";"intern.extrabsdiff";"admineff.extrabsdiff";"gender.extrabsdiff";"govinst.extrabsdiff";"tradv.extrabsdiff";"empl.extrabsdiff";"milit.extrabsdiff";"protect.extrabsdiff";"cult.extrabsdiff";"relig.extrabsdiff";"bigtech.extrabsdiff";"envir.extrabsdiff";"health.extrabsdiff";"hous.extrabsdiff";"smallgov.extrabsdiff";"trans.extrabsdiff";"welf.extrabsdiff";"immigr.extrabsdiff";"parent.extrabsdiff";"peace.extrabsdiff"
1;116;2024-04-06 12:06:12;1;0;29;1;1;7;5;4;27;20;53;4;4;4;33;34;33;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";116;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2;73;2024-04-06 12:29:37;1;0;43;3;4;7;7;7;23;12;65;7;7;7;10;8;82;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;193;2024-04-06 12:35:31;1;0;34;2;7;7;7;7;7;48;45;1;7;7;2;22;76;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";193;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
